Checkpoints,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,CIDEr
144999,0.556,0.392,0.272,0.192,0.169,0.170
145999,0.554,0.398,0.285,0.206,0.170,0.188
146999,0.552,0.392,0.275,0.195,0.166,0.170
147999,0.545,0.379,0.263,0.189,0.168,0.161
148999,0.551,0.391,0.275,0.196,0.168,0.180
149999,0.568,0.408,0.289,0.208,0.174,0.189
150999,0.566,0.405,0.287,0.207,0.171,0.189
151999,0.548,0.386,0.270,0.195,0.170,0.178
152999,0.552,0.392,0.274,0.195,0.169,0.169
153999,0.549,0.389,0.273,0.196,0.170,0.178
154999,0.540,0.380,0.265,0.186,0.161,0.156
155999,0.557,0.391,0.274,0.196,0.170,0.174
156999,0.549,0.391,0.274,0.198,0.169,0.162
157999,0.553,0.394,0.276,0.198,0.171,0.167
158999,0.559,0.397,0.281,0.204,0.174,0.181
159999,0.548,0.387,0.271,0.192,0.166,0.163
160999,0.553,0.392,0.275,0.195,0.169,0.162
161999,0.556,0.395,0.277,0.198,0.170,0.169
162999,0.543,0.381,0.268,0.192,0.169,0.179
163999,0.553,0.387,0.267,0.187,0.167,0.167
164999,0.554,0.393,0.273,0.194,0.172,0.153
165999,0.552,0.386,0.268,0.191,0.167,0.167
166999,0.533,0.367,0.255,0.183,0.159,0.169
167999,0.546,0.384,0.267,0.185,0.161,0.161
168999,0.547,0.380,0.264,0.188,0.168,0.163
169999,0.555,0.391,0.275,0.198,0.169,0.172
170999,0.545,0.381,0.265,0.186,0.167,0.177
171999,0.547,0.386,0.270,0.194,0.165,0.176
172999,0.552,0.388,0.273,0.196,0.166,0.177
173999,0.558,0.393,0.275,0.194,0.167,0.155
174999,0.556,0.393,0.276,0.196,0.167,0.168
175999,0.542,0.378,0.267,0.192,0.165,0.168
176999,0.538,0.374,0.255,0.178,0.161,0.153
177999,0.542,0.377,0.263,0.184,0.168,0.162
178999,0.554,0.394,0.281,0.202,0.169,0.180
179999,0.527,0.363,0.253,0.178,0.164,0.164
180999,0.546,0.382,0.267,0.192,0.167,0.169
181999,0.550,0.389,0.272,0.191,0.166,0.165
182999,0.547,0.381,0.265,0.188,0.164,0.162
183999,0.553,0.395,0.276,0.197,0.169,0.166
184999,0.554,0.390,0.274,0.194,0.165,0.158
185999,0.546,0.381,0.264,0.185,0.165,0.158
186999,0.547,0.386,0.270,0.191,0.166,0.167
187999,0.544,0.378,0.262,0.185,0.165,0.164
188999,0.554,0.395,0.277,0.196,0.169,0.170
189999,0.552,0.390,0.274,0.197,0.169,0.173
190999,0.556,0.394,0.276,0.196,0.170,0.162
191999,0.560,0.394,0.274,0.193,0.170,0.174
192999,0.546,0.387,0.272,0.192,0.163,0.164
193999,0.545,0.386,0.272,0.194,0.166,0.169
194999,0.545,0.378,0.259,0.182,0.165,0.165
195999,0.551,0.391,0.274,0.193,0.169,0.169
196999,0.552,0.385,0.268,0.190,0.168,0.171
197999,0.529,0.367,0.254,0.178,0.161,0.158
198999,0.565,0.405,0.286,0.206,0.172,0.181
199999,0.557,0.391,0.272,0.191,0.170,0.167
200999,0.551,0.381,0.261,0.183,0.167,0.153
201999,0.549,0.382,0.267,0.192,0.166,0.157
202999,0.539,0.371,0.253,0.176,0.161,0.147
203999,0.542,0.376,0.262,0.186,0.161,0.158
204999,0.553,0.386,0.267,0.187,0.167,0.159
205999,0.537,0.367,0.249,0.171,0.159,0.149
206999,0.540,0.371,0.252,0.172,0.162,0.153
207999,0.549,0.383,0.265,0.188,0.163,0.159
208999,0.533,0.368,0.256,0.183,0.164,0.172
209999,0.551,0.383,0.266,0.186,0.165,0.169
210999,0.552,0.388,0.270,0.190,0.166,0.161
211999,0.549,0.383,0.266,0.186,0.164,0.156
212999,0.548,0.381,0.263,0.183,0.165,0.161
213999,0.554,0.387,0.268,0.189,0.167,0.167
214999,0.547,0.376,0.258,0.179,0.165,0.153
215999,0.542,0.378,0.263,0.186,0.168,0.176
216999,0.544,0.378,0.261,0.183,0.166,0.153
217999,0.560,0.390,0.269,0.187,0.169,0.167
218999,0.532,0.366,0.248,0.170,0.161,0.150
219999,0.546,0.381,0.262,0.182,0.166,0.158
220999,0.547,0.381,0.264,0.186,0.169,0.164
221999,0.554,0.391,0.272,0.191,0.169,0.163
222999,0.550,0.380,0.262,0.181,0.165,0.160
223999,0.541,0.372,0.257,0.179,0.162,0.147
224999,0.539,0.377,0.262,0.186,0.164,0.179
225999,0.554,0.390,0.273,0.194,0.171,0.163
226999,0.540,0.372,0.257,0.179,0.165,0.158
227999,0.558,0.389,0.269,0.189,0.171,0.175
228999,0.541,0.379,0.263,0.186,0.166,0.158
229999,0.544,0.374,0.256,0.179,0.168,0.168
230999,0.537,0.375,0.262,0.186,0.164,0.163
231999,0.553,0.385,0.267,0.190,0.167,0.162
232999,0.543,0.377,0.260,0.180,0.164,0.155
233999,0.556,0.387,0.268,0.187,0.168,0.159
234999,0.559,0.390,0.271,0.191,0.168,0.160
235999,0.529,0.362,0.252,0.177,0.161,0.160
236999,0.530,0.364,0.250,0.176,0.162,0.160
237999,0.542,0.372,0.254,0.175,0.165,0.164
238999,0.553,0.380,0.262,0.182,0.165,0.160
239999,0.545,0.378,0.266,0.190,0.162,0.165
240999,0.550,0.383,0.266,0.187,0.166,0.161
241999,0.539,0.372,0.256,0.176,0.163,0.151
242999,0.551,0.386,0.268,0.189,0.168,0.164
243999,0.558,0.390,0.271,0.191,0.172,0.168
244999,0.545,0.376,0.258,0.178,0.163,0.155
245999,0.562,0.396,0.279,0.199,0.171,0.171
246999,0.552,0.382,0.263,0.182,0.168,0.160
247999,0.536,0.370,0.255,0.178,0.161,0.160
248999,0.549,0.380,0.264,0.186,0.169,0.167
249999,0.544,0.379,0.265,0.186,0.165,0.173
250999,0.540,0.375,0.257,0.178,0.164,0.153
251999,0.533,0.366,0.252,0.176,0.164,0.169
252999,0.547,0.380,0.266,0.188,0.165,0.160
253999,0.541,0.371,0.254,0.175,0.162,0.149
254999,0.547,0.373,0.253,0.173,0.164,0.151
255999,0.544,0.375,0.256,0.176,0.165,0.154
256999,0.548,0.382,0.264,0.182,0.166,0.146
257999,0.545,0.377,0.262,0.185,0.165,0.158
258999,0.540,0.372,0.256,0.176,0.161,0.162
259999,0.553,0.381,0.263,0.182,0.168,0.159
260999,0.552,0.382,0.264,0.184,0.170,0.164
261999,0.542,0.374,0.258,0.179,0.165,0.156
262999,0.560,0.385,0.265,0.184,0.168,0.156
263999,0.543,0.373,0.258,0.179,0.167,0.155
264999,0.546,0.376,0.258,0.180,0.167,0.158
265999,0.545,0.373,0.254,0.176,0.165,0.155
266999,0.542,0.371,0.252,0.173,0.163,0.145
267999,0.542,0.372,0.256,0.176,0.164,0.155
268999,0.542,0.376,0.261,0.181,0.164,0.153
269999,0.544,0.374,0.257,0.178,0.166,0.149
270999,0.538,0.371,0.255,0.173,0.163,0.149
271999,0.551,0.382,0.265,0.186,0.166,0.159
272999,0.556,0.385,0.266,0.186,0.170,0.159
273999,0.541,0.375,0.261,0.184,0.166,0.159
274999,0.540,0.367,0.251,0.172,0.165,0.163
275999,0.549,0.379,0.260,0.179,0.165,0.148
276999,0.552,0.377,0.256,0.175,0.166,0.151
277999,0.542,0.374,0.258,0.181,0.164,0.159
278999,0.533,0.363,0.250,0.175,0.164,0.164
279999,0.555,0.388,0.269,0.189,0.167,0.152
280999,0.547,0.378,0.261,0.180,0.165,0.158
281999,0.551,0.378,0.259,0.179,0.169,0.164
282999,0.551,0.381,0.264,0.185,0.166,0.159
283999,0.551,0.381,0.264,0.185,0.169,0.168
284999,0.551,0.380,0.263,0.184,0.168,0.154
285999,0.538,0.370,0.256,0.180,0.165,0.158
286999,0.547,0.378,0.261,0.182,0.166,0.161
287999,0.545,0.375,0.259,0.182,0.168,0.164
288999,0.551,0.380,0.262,0.183,0.169,0.164
289999,0.530,0.360,0.242,0.164,0.162,0.162
290999,0.548,0.380,0.262,0.181,0.165,0.153
291999,0.557,0.383,0.263,0.181,0.168,0.155
292999,0.542,0.371,0.253,0.175,0.166,0.149
293999,0.547,0.378,0.263,0.184,0.170,0.171
294999,0.548,0.376,0.258,0.180,0.166,0.159
295999,0.551,0.379,0.260,0.180,0.167,0.155
296999,0.552,0.381,0.263,0.183,0.170,0.166
297999,0.534,0.365,0.249,0.171,0.165,0.151
298999,0.546,0.375,0.260,0.180,0.167,0.158
299999,0.545,0.372,0.255,0.174,0.164,0.145
300999,0.544,0.375,0.256,0.176,0.165,0.152
301999,0.549,0.379,0.261,0.181,0.170,0.162
302999,0.550,0.380,0.258,0.175,0.169,0.148
303999,0.535,0.363,0.247,0.168,0.165,0.155
304999,0.540,0.369,0.251,0.170,0.164,0.139
305999,0.551,0.378,0.258,0.177,0.168,0.156
306999,0.552,0.382,0.264,0.184,0.169,0.163
307999,0.553,0.384,0.270,0.193,0.171,0.168
308999,0.546,0.372,0.254,0.175,0.167,0.154
309999,0.537,0.367,0.252,0.176,0.164,0.164
310999,0.548,0.375,0.257,0.176,0.167,0.161
311999,0.550,0.380,0.260,0.179,0.167,0.162
312999,0.547,0.376,0.261,0.184,0.169,0.165
313999,0.544,0.372,0.256,0.178,0.167,0.164
314999,0.540,0.370,0.255,0.177,0.167,0.162
315999,0.541,0.371,0.256,0.180,0.166,0.163
316999,0.538,0.369,0.254,0.177,0.164,0.152
317999,0.553,0.382,0.264,0.183,0.168,0.167
318999,0.552,0.382,0.264,0.184,0.171,0.170
319999,0.554,0.381,0.262,0.179,0.168,0.150
320999,0.542,0.368,0.249,0.170,0.164,0.151
321999,0.548,0.374,0.255,0.174,0.165,0.148
322999,0.549,0.372,0.252,0.173,0.166,0.152
323999,0.546,0.374,0.256,0.175,0.169,0.157
324999,0.553,0.380,0.262,0.181,0.169,0.168
325999,0.545,0.371,0.253,0.175,0.165,0.148
326999,0.551,0.380,0.264,0.185,0.171,0.163
327999,0.554,0.381,0.263,0.183,0.168,0.162
328999,0.560,0.386,0.268,0.187,0.171,0.154
329999,0.550,0.375,0.256,0.176,0.169,0.160
330999,0.550,0.375,0.256,0.176,0.169,0.158
331999,0.542,0.369,0.250,0.170,0.165,0.153
332999,0.547,0.372,0.253,0.173,0.165,0.152
333999,0.550,0.380,0.262,0.182,0.168,0.161
334999,0.555,0.386,0.269,0.187,0.173,0.167
335999,0.556,0.382,0.258,0.175,0.167,0.153
336999,0.544,0.373,0.254,0.174,0.167,0.153
337999,0.552,0.380,0.260,0.178,0.169,0.153
338999,0.554,0.383,0.263,0.181,0.167,0.155
339999,0.533,0.364,0.253,0.176,0.163,0.156
340999,0.550,0.381,0.263,0.184,0.171,0.161
341999,0.544,0.376,0.260,0.182,0.168,0.155
342999,0.545,0.371,0.256,0.176,0.166,0.153
343999,0.559,0.385,0.265,0.184,0.169,0.152
344999,0.547,0.372,0.251,0.169,0.168,0.147
345999,0.548,0.378,0.262,0.179,0.167,0.157
346999,0.541,0.365,0.246,0.167,0.163,0.150
347999,0.547,0.377,0.259,0.178,0.168,0.160
348999,0.554,0.386,0.268,0.185,0.171,0.163
349999,0.535,0.366,0.249,0.170,0.167,0.161
350999,0.554,0.383,0.266,0.185,0.171,0.172
351999,0.553,0.381,0.261,0.179,0.169,0.155
352999,0.545,0.373,0.257,0.178,0.165,0.145
353999,0.544,0.371,0.251,0.172,0.166,0.158
354999,0.545,0.373,0.256,0.176,0.168,0.160
355999,0.556,0.385,0.265,0.183,0.173,0.158
356999,0.549,0.379,0.260,0.178,0.168,0.153
357999,0.555,0.380,0.260,0.177,0.172,0.153
358999,0.553,0.377,0.259,0.178,0.165,0.155
359999,0.546,0.369,0.250,0.172,0.169,0.161
360999,0.546,0.371,0.252,0.171,0.168,0.164
361999,0.549,0.378,0.261,0.182,0.170,0.163
362999,0.549,0.377,0.260,0.182,0.170,0.164
363999,0.547,0.377,0.261,0.183,0.167,0.175
364999,0.547,0.375,0.258,0.177,0.172,0.160
365999,0.557,0.385,0.265,0.184,0.172,0.164
366999,0.541,0.370,0.253,0.172,0.167,0.159
367999,0.551,0.378,0.260,0.180,0.171,0.165
368999,0.558,0.384,0.264,0.181,0.169,0.151
369999,0.558,0.384,0.263,0.180,0.168,0.155
370999,0.549,0.377,0.259,0.179,0.168,0.155
371999,0.554,0.382,0.265,0.186,0.171,0.160
372999,0.543,0.366,0.246,0.169,0.166,0.153
373999,0.549,0.375,0.256,0.175,0.170,0.157
374999,0.542,0.370,0.254,0.176,0.168,0.172
375999,0.550,0.378,0.260,0.181,0.170,0.167
376999,0.564,0.386,0.265,0.180,0.172,0.162
377999,0.557,0.385,0.264,0.181,0.168,0.149
378999,0.550,0.375,0.256,0.175,0.170,0.157
379999,0.554,0.382,0.263,0.182,0.171,0.175
380999,0.552,0.378,0.259,0.178,0.167,0.148
381999,0.560,0.385,0.265,0.183,0.174,0.173
382999,0.548,0.375,0.260,0.180,0.169,0.165
383999,0.548,0.378,0.263,0.184,0.170,0.162
384999,0.547,0.376,0.259,0.182,0.170,0.160
385999,0.549,0.379,0.264,0.186,0.171,0.170
386999,0.557,0.383,0.263,0.180,0.173,0.160
387999,0.552,0.379,0.262,0.183,0.170,0.164
388999,0.550,0.376,0.258,0.178,0.169,0.159
389999,0.556,0.384,0.266,0.185,0.174,0.165
390999,0.559,0.386,0.267,0.184,0.171,0.163
391999,0.552,0.381,0.263,0.184,0.172,0.166
392999,0.544,0.371,0.253,0.175,0.168,0.157
393999,0.562,0.388,0.269,0.189,0.172,0.178
394999,0.549,0.376,0.257,0.177,0.167,0.166
395999,0.548,0.374,0.256,0.179,0.169,0.161
396999,0.536,0.363,0.249,0.171,0.167,0.162
397999,0.559,0.386,0.267,0.186,0.172,0.161
398999,0.551,0.379,0.260,0.180,0.169,0.164
399999,0.552,0.377,0.256,0.177,0.171,0.158
400999,0.557,0.382,0.264,0.183,0.172,0.160
401999,0.550,0.379,0.262,0.181,0.170,0.155
402999,0.549,0.376,0.258,0.179,0.170,0.162
403999,0.556,0.378,0.260,0.179,0.169,0.160
404999,0.558,0.387,0.268,0.188,0.173,0.165
405999,0.543,0.369,0.249,0.168,0.166,0.148
406999,0.553,0.378,0.258,0.177,0.171,0.156
407999,0.550,0.376,0.257,0.179,0.167,0.153
408999,0.546,0.375,0.259,0.181,0.169,0.163
409999,0.560,0.384,0.265,0.183,0.173,0.157
410999,0.549,0.378,0.262,0.181,0.169,0.164
411999,0.549,0.377,0.263,0.187,0.172,0.171
412999,0.555,0.380,0.261,0.182,0.174,0.168
413999,0.550,0.379,0.263,0.184,0.172,0.175
414999,0.550,0.379,0.262,0.182,0.172,0.157
415999,0.540,0.369,0.254,0.177,0.166,0.158
416999,0.547,0.370,0.251,0.169,0.167,0.152
417999,0.564,0.389,0.269,0.186,0.174,0.157
418999,0.543,0.370,0.252,0.175,0.168,0.155
419999,0.552,0.376,0.257,0.176,0.169,0.137
420999,0.562,0.388,0.268,0.186,0.174,0.155
421999,0.557,0.380,0.261,0.178,0.171,0.151
422999,0.556,0.383,0.263,0.179,0.171,0.158
423999,0.562,0.389,0.270,0.188,0.175,0.171
424999,0.553,0.375,0.254,0.172,0.171,0.150
425999,0.540,0.366,0.248,0.169,0.165,0.148
426999,0.556,0.384,0.267,0.187,0.172,0.169
427999,0.552,0.381,0.262,0.180,0.172,0.154
428999,0.551,0.375,0.256,0.177,0.172,0.164
429999,0.547,0.374,0.258,0.180,0.169,0.154
430999,0.556,0.379,0.258,0.177,0.169,0.162
431999,0.547,0.372,0.253,0.169,0.168,0.150
432999,0.556,0.381,0.259,0.178,0.172,0.160
433999,0.543,0.372,0.257,0.179,0.168,0.155
434999,0.547,0.376,0.256,0.173,0.169,0.150
435999,0.551,0.373,0.254,0.174,0.169,0.153
436999,0.546,0.372,0.256,0.178,0.171,0.167
437999,0.547,0.372,0.256,0.178,0.168,0.158
438999,0.541,0.367,0.249,0.168,0.167,0.150
439999,0.544,0.367,0.249,0.170,0.167,0.153
440999,0.551,0.377,0.258,0.177,0.168,0.155
441999,0.553,0.378,0.256,0.174,0.168,0.145
442999,0.549,0.377,0.260,0.182,0.172,0.163
443999,0.536,0.363,0.248,0.172,0.165,0.150
444999,0.552,0.379,0.261,0.181,0.172,0.159
445999,0.556,0.380,0.262,0.182,0.173,0.160
446999,0.539,0.364,0.245,0.163,0.168,0.149
447999,0.554,0.384,0.267,0.189,0.172,0.171
448999,0.555,0.381,0.263,0.183,0.172,0.171
449999,0.546,0.372,0.253,0.169,0.167,0.155
450999,0.550,0.373,0.253,0.171,0.167,0.155
451999,0.559,0.382,0.263,0.182,0.171,0.155
452999,0.553,0.377,0.257,0.177,0.171,0.153
453999,0.544,0.367,0.248,0.169,0.166,0.145
454999,0.544,0.372,0.252,0.172,0.170,0.156
455999,0.543,0.367,0.247,0.169,0.169,0.154
456999,0.546,0.374,0.255,0.175,0.168,0.149
457999,0.540,0.369,0.256,0.181,0.170,0.168
458999,0.543,0.372,0.257,0.180,0.170,0.172
459999,0.549,0.374,0.256,0.176,0.169,0.148
460999,0.551,0.375,0.255,0.174,0.174,0.155
461999,0.554,0.379,0.259,0.176,0.169,0.157
462999,0.547,0.371,0.254,0.175,0.169,0.158
463999,0.547,0.370,0.249,0.168,0.169,0.157
464999,0.562,0.389,0.269,0.186,0.173,0.163
465999,0.548,0.375,0.259,0.178,0.171,0.163
466999,0.558,0.382,0.261,0.180,0.173,0.159
467999,0.552,0.374,0.254,0.173,0.172,0.160
468999,0.562,0.384,0.264,0.180,0.170,0.150
469999,0.551,0.379,0.263,0.185,0.169,0.162
470999,0.557,0.382,0.262,0.181,0.171,0.166
471999,0.554,0.381,0.264,0.184,0.170,0.159
472999,0.550,0.380,0.265,0.186,0.172,0.172
473999,0.556,0.380,0.263,0.184,0.172,0.166
474999,0.565,0.391,0.271,0.190,0.175,0.165
475999,0.546,0.372,0.256,0.178,0.169,0.162
476999,0.547,0.373,0.257,0.178,0.170,0.155
477999,0.555,0.380,0.264,0.185,0.170,0.167
478999,0.554,0.380,0.262,0.180,0.169,0.155
479999,0.551,0.379,0.262,0.182,0.171,0.168
480999,0.545,0.372,0.254,0.175,0.168,0.156
481999,0.556,0.376,0.256,0.175,0.171,0.150
482999,0.548,0.371,0.252,0.171,0.170,0.158
483999,0.557,0.382,0.262,0.176,0.171,0.142
484999,0.550,0.374,0.257,0.179,0.173,0.173
485999,0.554,0.380,0.262,0.182,0.171,0.153
486999,0.567,0.389,0.267,0.183,0.176,0.162
487999,0.553,0.379,0.261,0.181,0.173,0.163
488999,0.549,0.374,0.254,0.172,0.170,0.147
489999,0.552,0.379,0.260,0.180,0.174,0.162
490999,0.555,0.378,0.259,0.178,0.171,0.153
491999,0.555,0.383,0.265,0.186,0.173,0.170
492999,0.558,0.383,0.264,0.183,0.173,0.156
493999,0.555,0.375,0.255,0.173,0.169,0.148
494999,0.561,0.387,0.267,0.183,0.174,0.163
495999,0.551,0.377,0.256,0.174,0.171,0.151
496999,0.557,0.382,0.263,0.184,0.170,0.161
497999,0.544,0.368,0.250,0.175,0.168,0.147
498999,0.558,0.383,0.263,0.182,0.172,0.148
499999,0.549,0.370,0.252,0.175,0.171,0.156
